count,cite,rank,year
1,"Reagon B 1983 Home Girls Black Fem",9861,1983
1,"Huber J 2009 Ecological Modernisa",9861,2009
1,"Holstein J 2009 Anal Narrative Reali",9861,2009
1,"Covington S 1998 Women Ther",9861,1998
1,"Priest R 2007 J Latin Am Theology",9861,2007
1,"Mauss M 2003 Primitive Classifica",9861,2003
1,"Lynch M 2006 Primer Radical Crimi",9861,2006
1,"Egan P 2008 Findings Hunter Coll",9861,2008
1,"Department O 1999 Nat Serv Fram Ment H",9861,1999
1,"Ruhm C 2005 J Health Econ",9861,2005
1,"Jevons W 1965 Coal Question",9861,1965
1,"Swatos W 1983 Sociol Anal",9861,1983
1,"Escobar A 1998 J Political Ecology",9861,1998
1,"Applegate K 2008 Bariat Nurs Surg Pat",9861,2008
1,"Substance A 2009 Dhhs Publ",9861,2009
1,"Rubin M 1998 Pers Soc Psychol Rev",9861,1998
1,"Gaytan M 2008 Thesis U California",9861,2008
1,"Wilkinson R 1989 J Soc Policy",9861,1989
1,"DA S 2005 Aids",9861,2005
1,"Herzfeld M 1986 Ours Once More",9861,1986
1,"Angle J 1997 P Sect Gov Stat Sect",9861,1997
1,"Davis D 2006 2006 Year Rev 3 Davi",9861,2006
1,"Thomson R 1996 Freakery Cultural SP",9861,1996
1,"Anderson C 2001 Curr Dir Psychol Sci",9861,2001
1,"Goodley D 2000 Self Advocacy Lives",9861,2000
1,"Skocpol T 1995 Politics Social Poli",9861,1995
1,"Beinin J 2011 Nation",9861,2011
1,"Shrum L 2001 Hum Commun Res",9861,2001
1,"Ownby T 1998 Haunted Bodies Gende",9861,1998
1,"Cabezas A 1988 Reflections Shattere",9861,1988
1,"Carrabine E 2005 Brit J Criminol",9861,2005
1,"Lieberman M 2003 Polit Psychol",9861,2003
1,"Stack S 2011 J Sci Stud Relig",9861,2011
1,"Herod A 2001 Labor Geographies WO",9861,2001
1,"American B 2011 Curr Glac Wom Law 20",9861,2011
1,"Walker S 2001 Justice Res Policy",9861,2001
1,"YI S 2000 Int J Ind Organ",9861,2000
1,"Smith A 2000 Millennium-j Int ST",9861,2000
1,"Hebert R 2008 Nicotine Tob Res",9861,2008
1,"Rittman M 2007 Top Stroke Rehabil",9861,2007
1,"Goffman E 1955 Psychiatr",9861,1955
1,"Usdepartment O 2009 1018 US Dep Lab",9861,2009
1,"Home O 2000 Pris Stat Engl Wal 1",9861,2000
1,"Homa D 2009 Pediatrics",9861,2009
1,"Chavez A 1999 Nueva Dinamica Migra",9861,1999
1,"Rogoff E 2004 J Small Bus Manage",9861,2004
1,"Geertz C 1981 Interpretacion Cultu",9861,1981
1,"Clayman S 2007 Stud Interact Socio",9861,2007
1,"Jackson M No Year No Source",9861,
1,"Kurzban R 2001 P Natl Acad Sci Usa",9861,2001
1,"Clement S 2009 Relig Groups Weigh H",9861,2009
1,"Fao 2009 Decl 2 World Seed C",9861,
1,"Fine M 1986 Teach Coll Rec",9861,1986
1,"Howard C 2007 Welfare State Nobody",9861,2007
1,"Webbink D 2004 Econ Educ Rev",9861,2004
1,"Diekmann A 2010 Human Footprints Glo",9861,2010
1,"United N 1997 World Inv Rep 1997 T",9861,1997
1,"Mitchell V 2009 Lesbian Gay Psychol",9861,2009
1,"Vasi I 2009 Mobilization",9861,2009
1,"Conely D 2000 Soc Sci Res",9861,2000
1,"Mcneil D 2010 NY Times 0509",9861,2010
1,"Greene W 2010 Modeling Ordered Cho",9861,2010
1,"Khoury-kassabri M 2005 Soc Work Res",9861,2005
1,"Glynn A 2006 Capitalism Unleashed",9861,2006
1,"Engineer A 1991 Communal Riots Posti",9861,1991
1,"Frank K 2005 Deviant Behav",9861,2005
1,"Galbraith J 2007 New Ind State",9861,2007
1,"Noy D 2009 Soc Probl",9861,2009
1,"Stanek M 2009 Multiples Caras Inmi",9861,2009
1,"Messner S 2001 Int Criminal Justice",9861,2001
1,"Chodorow N 1971 Women Sexist Soc",9861,1971
1,"Taeuber K 1975 Ann Am Acad Polit SS",9861,1975
1,"Bushman B 1997 Recent Dev Alcoholis",9861,1997
1,"Fauth R 2007 J Res Adolescence",9861,2007
1,"Daly M 2001 Nebr Symp Motiv",9861,2001
1,"Totterdell P 2008 Soc Networks",9861,2008
1,"Spillman L 2007 Symb Interact",9861,2007
1,"Cingano F 2008 600 Bank IT",9861,2008
1,"Kasarda J 1997 Hous Policy Debate",9861,1997
1,"Hudson V 2002 Int Security",9861,2002
1,"Kung H 2008 Natl Vital Stat Repo",9861,2008
1,"Steele C 1998 Black White Test Sco",9861,1998
1,"Marsh P 2008 Teach Psychol",9861,2008
1,"Bonacich P 2004 Soc Networks",9861,2004
1,"Rosenfield S 1997 Am Sociol Rev",9861,1997
1,"Stoddart M 2006 J Criminal Justice P",9861,2006
1,"Jackson L 2001 Pers Soc Psychol B",9861,2001
1,"Lee L 1983 Econometrica",9861,1983
1,"[anonymous] 2005 Meas",9861,
1,"Orange C 2006 Leg Landsc Exh Trav",9861,2006
1,"Bruckert C 2002 Taking IT Putting IT",9861,2002
1,"Philadelphia F 2004 Contr Sch Distr Phil",9861,2004
1,"Belsky J 1985 J Marriage Fam",9861,1985
1,"Allen R 2007 Sometimes Its Hard H",9861,2007
1,"Booty J 1998 Study Anglicanism",9861,1998
1,"Brown P 1978 Canon City Dail 0406",9861,1978
1,"Bowen S 2007 Agr Hum Values",9861,2007
1,"Schonfeld E 2009 Twitter Reaches 44 5",9861,2009
1,"Blank R 2001 Measuring Racial Dis",9861,2001
1,"Kraska P 2001 Policing",9861,2001
1,"Delone G 2008 J Crim Just",9861,2008
1,"Pickering S 2006 Borders",9861,2006
1,"Long E 1945 Am J Public Health",9861,1945
1,"Porter M 2006 Harvard Bus Rev",9861,2006
1,"Russ T 2002 Commun Educ",9861,2002
1,"Jones I 2004 Women Priesthood Chu",9861,2004
1,"Westbrook J 2009 Law Debtors Creditor",9861,2009
1,"Aassve A 2006 J Roy Stat Soc A Sta",9861,2006
1,"Kintrea K 2008 Young People Territo",9861,2008
1,"Takyi B 2003 Comp Sociology",9861,2003
1,"Jordan A 1981 J Public Policy",9861,1981
1,"Safri M 2010 Signs",9861,2010
1,"Entwisle B 2008 Geoforum",9861,2008
1,"Lincoln K 2010 J Fam Issues",9861,2010
1,"Usbureau O 2001 Tabl DP 1 Prof Gen D",9861,2001
1,"Heller F 1995 Work Ethic",9861,1995
1,"Rothman B 1988 Tentative Pregnancy",9861,1988
1,"Muther B 2002 Behaviormetrika",9861,2002
1,"Chan K 2008 Violence Against Wom",9861,2008
1,"Calhoun C 1998 Am J Sociol",9861,1998
1,"Bronee S 1992 Int J Refugee Law",9861,1992
1,"Whitney J 1968 Relig Situation 1968",9861,1968
1,"Nye I 1958 Am J Sociol",9861,1958
1,"Wakefield S 2004 Sociol Inq",9861,2004
1,"Fassinger P 1995 J High Educ",9861,1995
1,"Roca C 2009 Phys Life Rev",9861,2009
1,"Donovan F 1929 Saleslady",9861,1929
1,"Cain M 1979 Popul Dev Rev",9861,1979
1,"Payne B 2004 J Crim Just",9861,2004
1,"Jones D 2004 Psychiat Serv",9861,2004
1,"Liao C 1992 J Comp Fam Stud",9861,1992
1,"Olson M 2000 Power Prosperity",9861,2000
1,"Troske K 2009 4074 Iza I Stud Lab",9861,2009
1,"Leane J 2004 Hist Rumford",9861,2004
1,"Haiman J 1998 Talk IS Cheap Sarcas",9861,1998
1,"[anonymous] 1925 New York Evenin 0323",9861,
1,"Bellah R 1974 Am Civil Relig",9861,1974
1,"Mcadam D 2010 Perspect Polit",9861,2010
1,"Wincup E 2007 Blackwell Ency Socio",9861,2007
1,"Johnston L 1984 Monitoring Future QU",9861,1984
1,"Bankole A 2007 Afr J Reprod Health",9861,2007
1,"Campbell M 2011 Law Soc Rev",9861,2011
1,"Benjamin L 2008 Nonprof Volunt Sec Q",9861,2008
1,"Bromet E 1998 Am J Epidemiol",9861,1998
1,"Warde A 2006 Cultural Trends",9861,2006
1,"Green S 2000 Environ Plann D",9861,2000
1,"Bossarte R 2006 Injury Prev",9861,2006
1,"Monto M 1998 Violence Against Wom",9861,1998
1,"Smith J 2011 Landscape Urban Plan",9861,2011
1,"Bothner M 2010 J Math Sociol",9861,2010
1,"Fernandez R 2004 Q J Econ",9861,2004
1,"Pearson S 2003 J Fam Plan Reprod H",9861,2003
1,"Featherstone M 1991 Body Social Process",9861,1991
1,"Lax J 2009 Am J Polit Sci",9861,2009
1,"Griffiths P 1999 Relig Reading Place",9861,1999
1,"Poloma M 1989 Assemblies God Cross",9861,1989
1,"Zelizer A 1994 Social Meaning Money",9861,1994
1,"Strong P 2001 Ceremonial Order Cli",9861,2001
1,"Minnotte K 2010 Soc Sci J",9861,2010
1,"Browning C 2003 J Health Soc Behav",9861,2003
1,"Brown T 2007 J Marriage Fam",9861,2007
1,"Contoyannis P 2004 J Appl Economet",9861,2004
1,"Twitchell J 2004 Branded Nation Marke",9861,2004
1,"Piliavin J 2000 Ency Sociology",9861,2000
1,"Ichniowski C 2009 15618 Nber",9861,2009
1,"Dale S 2011 563 Princ U",9861,2011
1,"Weil P 1991 France Ses Etrangers",9861,1991
1,"Obrien R 1989 Criminology",9861,1989
1,"Martin J 1999 Theor Soc",9861,1999
1,"Roth W 2008 Racism in the 21st Century: AN Empirical Analysis of Skin Color",9861,2008
1,"Mahmud A 1998 Methodology ED Adopt",9861,1998
1,"Cannella A 1993 Acad Manage J",9861,1993
1,"Yoo T 2009 Organ Stud",9861,2009
1,"Bolger M No Year No Source",9861,
1,"Watkins S 2000 Popul Dev Rev",9861,2000
1,"Blank R 2004 Measuring Racial Dis",9861,2004
1,"Rying M 2000 Dodligt Vald Sverige",9861,2000
1,"Pontell H 2010 Social Deviance Read",9861,2010
1,"Center F 2004 2002 Child Young AD",9861,2004
1,"Lambe M 2006 Epidemiology",9861,2006
1,"Wolf D 1997 J Gerontol B-psychol",9861,1997
1,"Gay C 2001 Effect Minority Dist",9861,2001
1,"Lemarchand R 1998 Afr Stud Rev",9861,1998
1,"Hopkins F 1994 Detroit News 1206",9861,1994
1,"Honaker J 2009 Amelia 2 Program Mis",9861,2009
1,"Krause N 2007 J Sci Stud Relig",9861,2007
1,"Vasilj M 2007 Vecernji List 1112",9861,2007
1,"Archer J 2004 Rev Gen Psychol",9861,2004
1,"Martin J 2003 J Health Soc Behav",9861,2003
1,"Dorr D 1986 Unmasking Psychopath",9861,1986
1,"Marx K 1975 Collected Works",9861,1975
1,"Religious H 2007 Pres Princ",9861,2007
1,"Rudel T 2011 Annu Rev Sociol",9861,2011
1,"Strauss R 2000 Pediatrics",9861,2000
1,"Gilbert S 2009 Negro ED Rev",9861,2009
1,"Krannich R 1997 Res Community Sociol",9861,1997
1,"Bigo D 2011 Int Polit Sociol",9861,2011
1,"Garland D 2010 Peculiar I Am Death",9861,2010
1,"Steiber N 2009 Socio-econ Rev",9861,2009
1,"Hill K 2000 Alcohol Clin Exp Res",9861,2000
1,"Gorman B 1979 Urban Life",9861,1979
1,"Uscensus B 2009 Curr Pop Surv Cps TA",9861,2009
1,"Fischer E 1993 J Bus Venturing",9861,1993
1,"Mizielinska J 2001 Eur J Womens Stud",9861,2001
1,"Hipp J 2004 Soc Forces",9861,2004
1,"Mcquillan J 2010 Matern Child Hlth J",9861,2010
1,"Wolfson M 1997 Am J Public Health",9861,1997
1,"Earle S 2000 Midwifery",9861,2000
1,"Gaspard F 1995 Foulard Republique",9861,1995
1,"Mccarthy J 1997 Transnational Social",9861,1997
1,"Stainback K 2012 Ann Am Acad Polit SS",9861,2012
1,"Burt J No Year No Source",9861,
1,"Kim A 2000 Sociol Relig",9861,2000
1,"Rogers N 2009 Int J Sociology Soci",9861,2009
1,"Leerkes A 2010 Brit J Criminol",9861,2010
1,"Cebolla H 2008 Immigracion Espana 2",9861,2008
1,"Murphy R 1997 Sociology Nature",9861,1997
1,"Avakame E 1999 Violence Vict",9861,1999
1,"Kalmijn M 2010 Sociol Perspect",9861,2010
1,"Baumer E 2007 Criminology",9861,2007
1,"Kirkland A 2006 Signs",9861,2006
1,"Barnett S 1990 Groupwork",9861,1990
1,"Raudenbush S 2008 Hierarchical Linear",9861,2008
1,"Kleiner M 2006 Licensing Occupation",9861,2006
1,"Doerr L 1998 Peramiho 1898 1998 S",9861,1998
1,"Nasonclark N 1987 Sociol Anal",9861,1987
1,"UN G 2007 Loc Netw Rep Deep EN",9861,2007
1,"West H 2011 Prison Inmates Midye",9861,2011
1,"Cockley J 2011 Soc Compass",9861,2011
1,"Mitman G 1996 Osiris",9861,1996
1,"Laslett B 1989 Annu Rev Sociol",9861,1989
1,"Inazu J 1987 Popul Environ",9861,1987
1,"Lien N 2001 J Epidemiol Commun H",9861,2001
1,"Mollborn S 2009 J Health Soc Behav",9861,2009
1,"Boris E 2006 Polit Soc",9861,2006
1,"Purcell R 2002 Aust NZ J Psychiat",9861,2002
1,"Thomas M 1972 Soc Forces",9861,1972
1,"Walter K 1997 Militarization Demil",9861,1997
1,"Fox R 1959 Expt Perilous Phys P",9861,1959
1,"Festinger L 1953 Res Methods Behav SC",9861,1953
1,"Stata C 2007 Stat 10",9861,2007
1,"Baumeister R 2001 Rev Gen Psychol",9861,2001
1,"Hussong A 2004 Dev Psychopathol",9861,2004
1,"Ray R 2011 J African Am Studies",9861,2011
1,"Cromwell P 1991 Studies Crime Law JU",9861,1991
1,"Lupton D 1999 Risk Key Ideas",9861,1999
1,"Harre R 1994 Discursive Mind",9861,1994
1,"Mason M 2009 J Adolescence",9861,2009
1,"Kang M 2010 Managed Hand",9861,2010
1,"Polaski S 2004 Mexican Employment P",9861,2004
1,"Hucklesby A 1997 Howard J Criminal JU",9861,1997
1,"Catalyst 2011 Wom US Min Quarr Oil",9861,
1,"Burke P 2004 Social Psychol Q",9861,2004
1,"Lee E 2006 Anal Complex Survey",9861,2006
1,"Office O 2006 Stat Rat Princ Int H",9861,2006
1,"Schaefer R 2008 Sociology Brief Intr",9861,2008
1,"Bradshaw M 2010 Int J Psychol Relig",9861,2010
1,"Tyler K 2001 Violence Vict",9861,2001
1,"Provoste P 2002 4 Org Pan Sal Org MU",9861,2002
1,"Shahani A 2009 Local Democracy Ice",9861,2009
1,"Armor D 2002 Sch Desegregation 21",9861,2002
1,"Suarez D 2007 Comp Educ Rev",9861,2007
1,"Coburn C 1994 Partnerships Compend",9861,1994
1,"Bankston I 1998 Growing UP Am Vietna",9861,1998
1,"Benagiano G 2007 Eur J Contracep Repr",9861,2007
1,"Hong Y 2009 Aids Behav",9861,2009
1,"World H 2001 Sex Work AS",9861,2001
1,"Benhabib S 2002 Claims Culture Equal",9861,2002
1,"Pace J 2006 Classroom Authority",9861,2006
1,"Denrell J 2008 Admin Sci Quart",9861,2008
1,"Agirdag O 2011 Pedagog Stud",9861,2011
1,"Conger R 1984 Child Dev",9861,1984
1,"Schrock D 2009 Arch Sex Behav",9861,2009
1,"Adamuti-trache M 2005 Canadian Studies Pop",9861,2005
1,"Tajfel H 1972 Intro Psychol Social",9861,1972
1,"Cecelski E 1979 Resources Future",9861,1979
1,"Foley N 2010 Quest Equality Faile",9861,2010
1,"Mosse D 2005 Aid Effect Ethnograp",9861,2005
1,"Brown J 2004 Rural Sociol",9861,2004
1,"Taylor R 1986 Gerontologist",9861,1986
1,"Mastro D 2000 J Crim Just",9861,2000
1,"Spitzer R 1975 Res Diagnostic Crite",9861,1975
1,"National B 2008 Chin Stat YB",9861,2008
1,"Wolfe D 1999 Future Child",9861,1999
1,"Arat Y 2000 Gender Citizen Ship",9861,2000
1,"Ogburn W 1934 Principles Sociology",9861,1934
1,"Phillips E 1993 Demography",9861,1993
1,"Gabel S 1993 Psychiat Serv",9861,1993
1,"Mccallion M 1999 Res Soc Mov",9861,1999
1,"Kwon H 2004 Theor Soc",9861,2004
1,"Rogers M 2002 Am Struggle Relig RO",9861,2002
1,"Ruhm C 2000 J Health Econ",9861,2000
1,"Newcomb T 1962 Am College",9861,1962
1,"Milgram R 1963 J Abnormal Social PS",9861,1963
1,"World B 2006 Mal Glanc",9861,2006
1,"Orbach S 2008 Emotion Space Soc",9861,2008
1,"Oxfam 2009 130 Oxf Int",9861,130
1,"Katz P 2003 China Quart",9861,2003
1,"Chiffoleau Y 2004 Rev FR Sociol",9861,2004
1,"Daniels G 1996 Sociol Inq",9861,1996
1,"Verbrugge L 1983 J Health Soc Behav",9861,1983
1,"Simons L 2006 J Hlth Social Behav",9861,2006
1,"Kay S 1986 Brit J Psychiat",9861,1986
1,"Yan K 2011 Climatic Change",9861,2011
1,"Lauritsen J 2010 J Quant Criminol",9861,2010
1,"Mahlck P 2001 Sci Technol Hum Val",9861,2001
1,"Bonjour S 2011 Int Migr Rev",9861,2011
1,"Freedy J 1992 J Trauma Stress",9861,1992
1,"Connelly R 1992 Demography",9861,1992
1,"Russell C 1881 Wanted 1000 Preacher",9861,1881
1,"Anderson S 2001 Journal of Sport & Social Issues",9861,2001
1,"Musick M 2004 J Health Soc Behav",9861,2004
1,"Neilson B 2008 Theor Cult Soc",9861,2008
1,"Dodson L 2007 Gender Soc",9861,2007
1,"Agnew J 2003 Am Econ Rev",9861,2003
1,"Narayan K 1993 Asian Folklore Stud",9861,1993
1,"Powell M 1999 Thesis Ohio State U",9861,1999
1,"Klein J 2003 Survival Anal Techni",9861,2003
1,"Townsend A 1981 Sociol Work Occup",9861,1981
1,"Miller L 1984 Soc Sci Quart",9861,1984
1,"Mcdermott G 2002 Embedded Politics IN",9861,2002
1,"Steigenga T 2007 Understanding Conver",9861,2007
1,"Pedahzur A 2006 Soc Forces",9861,2006
1,"Powell A 1985 Shopping Mall High S",9861,1985
1,"Merton R 1938 Sci Technology Soc 1",9861,1938
1,"Carter R 1961 Gentle Legions",9861,1961
1,"Castoriadis C 1984 Crossroads Labyrinth",9861,1984
1,"Grimwade C 1999 Harsh Punishment: International Experiences of Women's Imprisonment",9861,1999
1,"Crothers C 2005 Stimulus NZ J Christ",9861,2005
1,"Willaime J 2008 Retour Religieux Sph",9861,2008
1,"Economist 2008 Economist 0628",9861,
1,"Knipscheer C 1995 Living Arrangements",9861,1995
1,"Gamson H 1968 Power Discontent",9861,1968
1,"Leman J 2002 Allochtone Jongeren",9861,2002
1,"Family R 1998 Dec Progr Def Fam FA",9861,1998
1,"Guyer J 1981 Afr Stud Rev",9861,1981
1,"Ornstein M 1982 Soc Networks",9861,1982
1,"Alan G 1997 Lim US Stat AB",9861,1997
1,"Doyle D 1976 Irish Am Native Righ",9861,1976
1,"Parrenti C 2008 Lockdown Am Police P",9861,2008
1,"Townsend A 2000 J Urban Technol",9861,2000
1,"Tierney K 2006 Ann Am Acad Polit SS",9861,2006
1,"Donaghy M 2000 Teach Sociol",9861,2000
1,"Pletcher M 2005 Am J Epidemiol",9861,2005
1,"Gager C 1998 J Fam Issues",9861,1998
1,"Kaiser F 2006 US Today",9861,2006
1,"Lashley M 2007 Nurs Educ Perspect",9861,2007
1,"Das D 2005 Domestic Violence MA",9861,2005
1,"Moag J 1986 Res Negotiation Org",9861,1986
1,"Rivera B 2011 Conditional Cash Tra",9861,2011
1,"Hingson R 2005 Annu Rev Publ Health",9861,2005
1,"Collins B 2001 National Mortgage News",9861,2001
1,"Gordon H 1995 Arch Intern Med",9861,1995
1,"Inegi 2005 Div Rel Mex 12 Cens",9861,
1,"Carbonero W 2007 Res Social Stratific",9861,2007
1,"Heckman J 1997 Rev Econ Stud",9861,1997
1,"Bleich E 2009 Patterns Prejudice",9861,2009
1,"Bowler S 2006 Am J Polit Sci",9861,2006
1,"Boren M 2001 Student Resistance H",9861,2001
1,"Erdwins C 2001 Fam Relat",9861,2001
1,"Berry B 2008 Am J Econ Sociol",9861,2008
1,"Human G 2006 Mak Bab Repr Dec Gen",9861,2006
1,"Leege D 1989 Relig Political Beha",9861,1989
1,"Clotfelter C 2002 Urban Rev",9861,2002
1,"Gould S 1997 Nat Hist",9861,1997
1,"Yang L 2008 Cult Divers Ethn Min",9861,2008
1,"Mitchell T 1991 Colonising Egypt",9861,1991
1,"Alter G 2009 Hist Soc Res",9861,2009
1,"Macpherson C 1962 Political Theory Pos",9861,1962
1,"Oecd ( 2008 Int Migr Outl Sop 20",9861,2008
1,"Smilansky M 1966 1 H Sold I",9861,1966
1,"Replogle J 2010 Fair Warning NE 1007",9861,2010
1,"Amato P 2007 Alone Together Marri",9861,2007
1,"[anonymous] No Year No Source",9861,
1,"Peirce C 1931 Collected Papers CS",9861,1931
1,"Lemann J 1889 LA Preponderance Juive",9861,1889
1,"Scott M 2010 Pop Ass Am Ann",9861,2010
1,"Greener I 2008 Admin Soc",9861,2008
1,"Rahman S 2006 J Dev Soc",9861,2006
1,"Kiser E 2002 Am Sociol Rev",9861,2002
1,"Clark W 2002 Environ Plann A",9861,2002
1,"Deleon J 1994 Biol Psychiat",9861,1994
1,"Marrow H 2009 Am Sociol Rev",9861,2009
1,"Holton K 1941 Ann Report Year Endi",9861,1941
1,"Cole L 2001 Ground Env Racism RI",9861,2001
1,"Snijder T 1999 Multilevel Anal Intr",9861,1999
1,"Loescher G 1986 Calculated Kindness",9861,1986
1,"Rodriguez M 2011 65 Million Need Not",9861,2011
1,"Aard A 2003 Alb Appr Farm Mark",9861,2003
1,"Karstedt S 2001 Crime Law Social CH",9861,2001
1,"Smil V 2005 Popul Dev Rev",9861,2005
1,"Coale A 1967 P World Pop C Belgr",9861,1967
1,"Woodford M 2010 J Gay Lesbian Social",9861,2010
1,"Neskar E 1993 Thesis Columbia U NE",9861,1993
1,"Webber M 1963 Cities Space Future",9861,1963
1,"Jenkins T 1994 Man",9861,1994
1,"American A 2010 Childr Hlth Top Vis",9861,2010
1,"Vojdik V 2010 Harvard J Law Gender",9861,2010
1,"Piga A 2003 Neotraditionalist IS",9861,2003
1,"Vogler C 1994 Sociol Rev",9861,1994
1,"Beamish T 2009 Soc Probl",9861,2009
1,"Emmott B 2003 20 21 Vision 20 Cent",9861,2003
1,"Cheh M 1991 Hastings Law J",9861,1991
1,"Herbert M 1998 Camouflage Isnt Only",9861,1998
1,"Aughinbaugh A 2003 J Hum Resour",9861,2003
1,"Pretty G 2003 J Environ Psychol",9861,2003
1,"WU Z 1995 Can J Aging",9861,1995
1,"Prakash A 2000 Bus Soc",9861,2000
1,"Ensmenger N 2012 Soc Stud Sci",9861,2012
1,"Denver P 1943 Bus Prof Wom Clubs R",9861,1943
1,"Kalman L 1996 Strange Career Liber",9861,1996
1,"Madansky A 1964 Psychometrika",9861,1964
1,"Steinmetz G 2007 Devils Handwriting P",9861,2007
1,"Whitehead M 2004 J Epidemiol Commun H",9861,2004
1,"Marx K 1972 Colonialism",9861,1972
1,"Noack T 2010 Stille Revolusjon MO",9861,2010
1,"Lipton D 1990 Brookings Pap EC Act",9861,1990
1,"Beissinger M 2001 Natl Mobilization CO",9861,2001
1,"Cutler D 2003 J Econ Perspect",9861,2003
1,"Pisano G 2006 Harvard Business Rev",9861,2006
1,"Mosca G 1960 Ruling Class",9861,1960
1,"Center F 2009 Nlsy97 Cod Suppl",9861,2009
1,"Jones-webb R 1998 Alcohol Health Res W",9861,1998
1,"Doak J 2008 Victims Rights Human",9861,2008
1,"Kabeer N 2000 Power Choose Banglad",9861,2000
1,"Beckford J 2010 Nord J Relig Soc",9861,2010
1,"Piore M 1972 Problems Political E",9861,1972
1,"Sade D 1972 Folia Primatol",9861,1972
1,"Berger M 2004 J Ethn Migr Stud",9861,2004
1,"Gauthier J 2009 Sociol Method Res",9861,2009
1,"Keay A 2010 Social Sci Res Netwo",9861,2010
1,"Reed R 2012 J Sci Stud Relig",9861,2012
1,"Frisch M 1990 Shared Authority Ess",9861,1990
1,"Savage M 2000 Class Anal Social TR",9861,2000
1,"Robinson J 2002 Int J Urban Regional",9861,2002
1,"Matsueda R 2009 Ann Am Acad Polit SS",9861,2009
1,"Jagori 2005 Trafficking Prostitu",9861,
1,"Kavanagh A 1998 Soc Sci Med",9861,1998
1,"Checkoway B 1981 Citizens Hlth Care P",9861,1981
1,"Mundy K 2002 ED Reforms Sub Sahar",9861,2002
1,"Lareau A 2000 Childhood",9861,2000
1,"Fillieule O 2005 Desengagement Milita",9861,2005
1,"Malawi M 2007 Report of A Country-wide Survey of Hiv/ Aids Services in Malawi (for the Year 2006)",9861,2007
1,"Marks N 1998 J Marriage Fam",9861,1998
1,"Mehta N 2009 Demography",9861,2009
1,"Lipsey M 1990 Design Sensitivity S",9861,1990
1,"Lecompte M 1993 Ethnography Qualitat",9861,1993
1,"Ling T 2000 New Managerialism NE",9861,2000
1,"Gibbons M 1994 New Production Knowl",9861,1994
1,"Mcadam D 2009 Soc Forces",9861,2009
1,"Dodd E 1932 Harvard Law Rev",9861,1932
1,"Chamie J 1994 Popul Dev Rev",9861,1994
1,"Agnew R 2005 Pressured Crime Over",9861,2005
1,"Stone D 2004 J Eur Public Policy",9861,2004
1,"Ditton J 1999 Int Rev Victimology",9861,1999
1,"Altman D 1994 Power Community Org",9861,1994
1,"Moore K 2004 Parent Teen Relation",9861,2004
1,"South S 1990 Am Sociol Rev",9861,1990
1,"Breckinridge S 1912 Delinquent Child Hom",9861,1912
1,"Mcconnell M 2010 3 Ann New York U Ctr",9861,2010
1,"Defilippis J 2004 Unmaking Goliath Com",9861,2004
1,"Walstrom M 2000 Cyberpsychol Behav",9861,2000
1,"Klein N 1999 NO Logo Taking Aim B",9861,1999
1,"Tortora R 2009 14637 Nat Bur EC Res",9861,2009
1,"Taras H 2004 Pediatrics",9861,2004
1,"Diekmann A 1993 Kolner Z Soziol Soz",9861,1993
1,"Kelling G 1985 Police Leadership AM",9861,1985
1,"Bjerk D 2010 J Urban Econ",9861,2010
1,"Sacred C 1980 Decl Euth",9861,1980
1,"Gibbons J 1997 Psychol Women Quart",9861,1997
1,"Martin J 2009 Births Final Data 20",9861,2009
1,"Troxel W 2009 Behav Sleep Med",9861,2009
1,"Dev R 2002 Tobacco Poverty Obse",9861,2002
1,"Kraaykamp G 2002 Netherlands J Social",9861,2002
1,"Maria S 2004 European J Womens ST",9861,2004
1,"Singer M 1998 Political EC Aids",9861,1998
1,"Travassos S 1999 Estudos Afroasiatico",9861,1999
1,"Black D 2007 J Econ Perspect",9861,2007
1,"Curwood A 2010 Stormy Weather: Middle-class African American Marriages Between the Two World Wars",9861,2010
1,"Gough J 2003 Work Locality Rhythm",9861,2003
1,"Brandenberger D 2002 Natl Bolshevism Stal",9861,2002
1,"Macionis J 2012 Sociology",9861,2012
1,"Wanberg C 1999 Pers Psychol",9861,1999
1,"Kent M 2007 Population B",9861,2007
1,"Mcintosh J 2000 Soc Sci Med",9861,2000
1,"Mills A 2007 Hdb Prisons",9861,2007
1,"Hacker D 2001 Fem Legal Stud",9861,2001
1,"Tidwell L 1997 Thesis NW U",9861,1997
1,"Morgan R 1973 WE Are Everywhere HI",9861,1973
1,"Aldrich H 1979 Org Env",9861,1979
1,"Hitchcock M 2003 Tourism Heritage SE",9861,2003
1,"Arata C 1998 Child Maltreatment",9861,1998
1,"Kalmijn M 2010 Demography",9861,2010
1,"Dwyer T 2008 Lect Notes Computer",9861,2008
1,"Arthur P 2009 Seattle J Social Jus",9861,2009
1,"Snell P 2011 Rev Relig Res",9861,2011
1,"Groves R 2009 Survey Methodology",9861,2009
1,"Lorber J 2000 Gender Social Constr",9861,2000
1,"Spence N 2006 Thesis Florida State",9861,2006
1,"Dembour M 2006 Law Context",9861,2006
1,"Johnson G 2005 African Am Res Persp",9861,2005
1,"Mcwilliams A 2001 Acad Manage Rev",9861,2001
1,"Beller E 2009 Am Sociol Rev",9861,2009
1,"Gornick J 1998 Am Sociol Rev",9861,1998
1,"Simic A 1973 Peasant Urbanites ST",9861,1973
1,"Nicholas D 2003 Urban Europe 1100 17",9861,2003
